set_num,n_unique_colors,dominant_color_name,dominant_color_share,n_trans_parts
4205-1,17,Blue,28.79,38
42050-1,14,Black,48.38,4
42052-1,16,Black,23.99,6
42053-1,14,Black,48.97,8
42054-1,17,Black,31.02,26
42055-1,15,Black,26.19,25
42056-1,15,Black,44.64,58
42057-1,10,Black,41.71,0
42058-1,14,Black,37.86,6
42059-1,11,Black,49.3,2
4206-1,3,Dark Bluish Gray,75.0,0
4206-2,23,Black,18.6,21
42060-1,14,Black,45.21,7
42061-1,13,Black,39.23,5
42062-1,13,Black,37.56,10
42063-1,13,Black,38.64,6
42064-1,18,Black,29.16,7
42065-1,12,Black,44.32,2
42066-1,15,Black,37.88,2
42068-1,16,Black,29.02,28
42069-1,18,Black,36.4,36
4207-1,21,White,24.73,66
42070-1,18,Black,28.3,32
42071-1,12,Light Bluish Gray,26.32,3
42072-1,9,Black,26.67,2
42073-1,8,Black,25.18,2
42074-1,15,Black,31.12,3
42075-1,16,Red,27.1,25
42076-1,14,Black,38.73,8
42077-1,15,Black,31.04,18
42078-1,19,Black,34.99,32
42079-1,14,Black,29.05,12
4208-1,18,Dark Bluish Gray,20.92,26
42080-1,21,Black,25.62,23
42081-1,19,Black,37.53,30
42082-1,17,Black,38.24,32
42083-1,17,Black,38.98,8
42084-1,10,Black,43.18,6
42088-1,11,Black,26.45,8
42089-1,14,Black,47.7,3
4209-1,24,Red,20.28,65
42090-1,8,Black,46.88,2
42091-1,12,Black,28.33,6
42092-1,12,Black,36.0,3
42093-1,13,Black,38.69,6
42094-1,15,Black,44.26,16
42095-1,13,Black,56.48,0
42096-1,13,Black,47.41,14
42097-1,11,Yellow,24.46,0
42098-1,16,Black,39.71,44
42099-1,17,Black,43.53,26
421-1,1,White,100.0,0
421-2,2,Black,50.0,10
4210-1,15,White,22.89,23
42100-1,18,Dark Bluish Gray,26.19,20
42101-1,11,Black,41.88,0
42102-1,11,Black,29.23,0
42103-1,15,Black,31.11,14
42104-1,12,Black,29.52,4
42105-1,15,Black,25.68,3
42106-1,16,Black,42.95,23
42107-1,14,Black,38.54,3
42108-1,15,Black,44.58,30
42109-1,12,Black,43.41,6
4211-1,6,Yellow,30.19,0
42110-1,15,Black,32.53,6
42111-1,13,Black,42.62,14
42112-1,15,Black,25.93,14
42113-1,13,Light Bluish Gray,22.68,3
42114-1,18,Black,36.16,14
42115-1,15,Black,41.88,0
42116-1,11,Black,35.97,4
42117-1,15,Black,21.43,3
42118-1,12,Black,43.87,2
42119-1,14,Black,24.35,4
4212-1,6,Yellow,27.37,0
42120-1,17,Black,38.51,14
42121-1,12,Black,42.18,4
42122-1,15,Black,31.43,8
42123-1,13,Black,53.01,8
42124-1,13,Black,44.92,2
42125-1,13,Black,41.33,6
42126-1,11,Black,34.16,0
4212659-1,7,Red,42.86,0
4212662-1,4,Dark Gray,64.29,0
4212666-1,5,Dark Gray,50.0,0
42127-1,17,Black,53.53,54
42128-1,17,Light Bluish Gray,29.05,29
4212838-1,2,Yellow,85.48,0
4212847-1,3,White,48.48,0
4212850-1,5,Red,48.15,0
4212852-1,3,Blue,77.53,0
42129-1,19,Black,40.17,33
4212977-1,3,[No Color/Any Color],86.96,2
4213-1,7,Red,26.4,4
42130-1,18,Black,39.49,8
42131-1,15,Black,38.87,10
42132-1,9,Black,31.29,0
42133-1,10,Black,32.17,0
42134-1,12,Black,33.85,0
42135-1,11,Black,29.55,0
42136-1,13,Black,38.97,10
42137-1,11,Black,50.95,1
42138-1,14,Black,45.04,4
42139-1,13,Black,34.95,9
4214-1,7,Red,23.11,1
42140-1,17,Black,45.6,7
42141-1,12,Black,51.4,1
42141-2,12,Black,51.4,1
42143-1,18,Black,38.96,23
42144-1,13,Black,27.66,5
42145-1,18,Black,24.94,10
42146-1,19,Black,30.07,11
42147-1,12,Black,25.99,6
42148-1,9,Black,47.75,2
42149-1,11,Black,37.33,0
4215-1,7,Red,24.24,0
42150-1,10,Black,40.98,0
42151-1,12,Black,59.23,4
42152-1,16,Black,28.84,15
42153-1,14,Black,39.14,4
42154-1,17,Black,35.47,10
42155-1,10,Black,42.12,1
42156-1,14,Black,41.86,6
42157-1,17,Black,36.8,6
4215789-1,5,Black,39.13,5
42158-1,17,Black,29.24,12
42159-1,22,Black,41.0,14
4216-1,7,Yellow,25.54,0
42160-1,9,Black,54.49,0
42161-1,11,Black,44.67,0
42162-1,13,Black,59.23,4
42163-1,8,Black,52.31,0
42164-1,12,Black,24.66,5
42165-1,9,Black,57.08,0
42166-1,10,Black,46.83,2
42167-1,16,Black,28.83,13
42168-1,17,Black,24.87,7
4216814-1,7,Trans-Dark Pink,34.29,24
42169-1,13,Black,43.81,1
4217-1,8,Yellow,22.79,0
42170-1,16,Black,43.08,3
42171-1,17,Black,55.91,8
42172-1,18,Black,42.9,17
42173-1,14,Black,33.33,2
42174-1,15,Black,40.77,1
42175-1,15,Black,49.21,28
42176-1,16,Black,42.69,8
42177-1,18,Black,43.24,33
42178-1,16,Black,29.66,6
42179-1,13,Black,35.36,0
42180-1,22,Black,36.46,29
42181-1,15,Black,47.62,43
42182-1,21,White,27.5,4
42184-1,14,Black,33.33,2
4219-1,6,Yellow,22.22,0
42196-1,11,Black,44.67,0
42197-1,9,Black,29.81,2
42198-1,13,Black,28.53,4
42199-1,10,Black,47.25,0
422-1,1,Yellow,100.0,0
4220-1,6,Blue,20.56,0
42200-1,10,Black,26.29,0
42201-1,19,Black,29.78,9
42202-1,20,Black,34.75,3
42203-1,15,Black,30.3,12
42204-1,13,Black,35.19,8
42205-1,10,Black,30.05,0
42206-1,17,Black,41.61,3
42207-1,16,Black,38.72,1
42208-1,15,Black,47.88,6
42209-1,16,Black,34.12,12
4221-1,6,Blue,33.87,2
42210-1,21,Light Bluish Gray,31.77,23
42211-1,15,Black,21.9,6
42212-1,16,Black,33.56,2
42213-1,14,Black,35.31,11
42214-1,14,Black,44.76,10
42215-1,17,Black,48.83,13
42217-1,11,Black,30.05,0
42218-1,10,Black,34.19,0
42219-1,12,Black,47.15,2
4222-1,11,Blue,28.73,8
42220-1,15,Black,31.28,0
42221-1,20,Black,40.51,5
42222-1,16,Black,38.52,8
42223-1,17,Black,48.93,12
42224-1,17,Black,32.98,4
42225-1,9,Black,37.75,1
42226-1,19,Black,39.09,2
42227-1,16,Black,37.62,10
42228-1,17,Black,45.37,3
42229-1,13,Black,30.96,2
4223-1,9,Blue,26.11,8
42231-1,16,Black,40.44,6
42232-1,18,Black,48.34,12
42233-1,8,Yellow,41.03,0
42233-2,8,Black,40.0,0
42233-3,6,Black,36.96,0
42233-4,9,Yellow,26.32,0
42233-5,10,Yellow,46.34,0
42233-6,9,Yellow,41.46,0
42233-7,10,Black,31.67,0
42233-8,8,Yellow,52.17,0
42234-1,16,White,25.34,6
42235-1,16,Red,28.23,4
42236-1,20,Black,30.32,6
42238-1,14,Black,35.45,2
42239-1,15,Black,53.96,15
4224-1,9,Red,32.68,7
42240-1,14,Black,48.42,6
42241-1,16,Black,37.9,8
42242-1,15,Black,36.25,14
4225-1,10,Blue,24.58,2
4226-1,11,Red,26.33,2
4228383-1,2,Red,50.0,0
4229-1,6,Blue,22.66,0
423-3,2,Red,50.0,0
4232-1,6,Yellow,33.33,0
4239-1,5,Yellow,41.18,1
4243532-1,7,Orange,25.71,0
4243534-1,7,Orange,25.71,0
4244-1,6,Red,24.3,0
425-1,5,Black,41.18,1
4250-1,10,Yellow,20.94,10
4250348-1,6,Light Bluish Gray,43.75,0
4250349-1,2,Black,50.0,0
4254-1,11,Blue,27.91,3
4255-1,11,Blue,25.12,2
4255959-1,11,Red,15.79,2
4258-1,11,Red,23.85,2
42601-1,22,Yellow,21.38,19
42602-1,30,White,27.4,67
42603-1,28,Black,18.54,14
42604-1,43,White,27.38,79
42605-1,29,White,30.28,44
42606-1,17,Medium Nougat,18.8,8
42607-1,22,Light Bluish Gray,18.31,1
42608-1,14,Bright Light Orange,20.83,9
42609-1,26,White,22.22,10
42610-1,28,Black,22.87,28
42612-1,20,Tan,18.99,1
42613-1,24,White,31.23,19
42614-1,29,Black,16.62,34
42615-1,28,Bright Light Yellow,21.43,10
42616-1,38,Black,26.65,85
42617-1,35,Light Bluish Gray,17.15,20
42618-1,38,White,14.98,16
42619-1,32,Black,30.68,23
42620-1,44,Bright Light Blue,11.98,25
42621-1,40,White,36.29,60
42622-1,27,Medium Nougat,10.74,7
42623-1,17,White,21.62,7
42624-1,26,Reddish Brown,23.76,9
42625-1,26,Dark Turquoise,17.56,13
42626-1,37,Reddish Brown,22.56,23
42630-1,35,White,14.32,39
42631-1,37,Reddish Brown,20.07,12
42632-1,21,White,19.75,6
42633-1,13,Tan,18.48,7
42634-1,18,White,26.53,3
42635-1,15,White,30.77,5
42636-1,24,Tan,14.16,9
42637-1,33,White,19.38,6
42638-1,38,White,26.33,46
42639-1,52,White,19.59,211
42640-1,17,Yellow,21.79,1
42641-1,24,Lime,15.24,7
42642-1,26,Black,9.59,13
42643-1,16,Bright Pink,30.39,4
42644-1,17,White,41.67,7
42645-1,17,Yellow,24.35,2
42646-1,27,Tan,14.08,15
42647-1,27,White,16.23,10
42648-1,26,Reddish Brown,16.6,10
42649-1,35,Yellow,14.79,35
42650-1,27,Medium Azure,14.05,11
42651-1,32,Tan,18.59,23
42652-1,34,Dark Orange,11.53,6
42653-1,31,White,13.59,17
42654-1,34,Light Nougat,10.44,17
42655-1,48,Tan,19.2,44
42656-1,39,White,31.03,68
42658-1,21,White,19.78,4
42659-1,24,Bright Light Orange,23.33,12
42661-1,35,Medium Azure,19.58,25
4266186-1,6,Black,16.67,0
42662-1,31,White,25.97,31
42663-1,39,White,17.91,26
42664-1,37,White,34.03,52
42665-1,16,White,25.86,1
42666-1,36,Tan,13.1,5
42668-1,34,White,17.51,9
42669-1,40,White,12.49,41
4267-1,10,Red,24.13,2
42670-1,47,White,20.73,100
42671-1,34,White,18.54,38
42672-1,28,White,14.84,7
42673-1,41,Medium Nougat,11.5,40
42674-1,38,White,14.65,29
42675-1,14,White,37.29,3
42676-1,37,Bright Light Yellow,14.81,25
4267641-1,4,Very Light Bluish Gray,50.0,0
42677-1,27,White,18.89,9
42678-1,20,Medium Azure,13.97,8
42679-1,21,White,27.63,2
42680-1,27,Yellow,19.64,9
42681-1,24,Bright Pink,23.26,22
42682-1,33,Bright Pink,19.23,14
42684-1,33,White,18.79,45
42685-1,31,Black,12.81,81
42686-1,37,White,19.66,26
42687-1,44,White,27.31,55
42688-1,36,White,21.17,13
42689-1,39,Yellow,17.83,41
42690-1,27,White,15.89,3
42691-1,38,Reddish Brown,12.12,70
42692-1,17,Medium Azure,21.21,11
4269242-1,3,Chrome Silver,50.0,2
4269244-1,3,Chrome Silver,50.0,2
42693-1,33,White,15.45,16
42694-1,20,White,19.78,9
42695-1,30,Lime,12.55,7
42696-1,21,White,27.46,4
42697-1,46,White,15.19,36
42698-1,32,White,23.35,23
42699-1,37,White,25.91,18
427-1,1,White,100.0,0
42700-1,26,White,16.44,56
4270057-1,1,White,100.0,0
4270058-1,3,Blue,33.33,0
42701-1,31,White,11.61,8
42702-1,34,Green,15.86,28
42703-1,38,Medium Lavender,16.86,80
42704-1,44,White,32.73,84
42705-1,46,Reddish Brown,15.51,56
4271-1,9,Red,32.39,1
4271170-1,6,Tan,28.57,1
4271174-1,4,White,40.0,2
4274-1,10,Blue,25.6,4
4274258-1,6,Yellow,33.33,0
4274259-1,4,Red,38.46,0
4274291-1,5,Black,22.22,2
4277206-1,6,Trans-Dark Pink,87.5,70
4278-1,12,Red,18.4,74
4279-1,12,Red,18.36,74
428-1,1,White,100.0,0
4280-1,5,Red,33.33,0
4281-1,6,Red,28.0,0
4282-1,7,Red,40.54,1
4283-1,6,Yellow,30.19,0
4284-1,8,Blue,31.93,1
4285-1,11,Red,28.17,4
4285957-1,3,Pearl Light Gray,33.33,0
4285968-1,5,Light Bluish Gray,51.06,0
4285969-1,5,Light Bluish Gray,51.06,0
4285970-1,5,Light Bluish Gray,51.06,0
4286013-1,2,Light Bluish Gray,60.0,0
4286024-1,2,Light Bluish Gray,60.0,0
4286025-1,2,Light Bluish Gray,60.0,0
4286784-1,3,Light Bluish Gray,66.67,1
4287082-1,4,Light Bluish Gray,30.0,3
4288-1,13,Blue,23.74,7
4288906-1,2,Light Bluish Gray,66.67,0
429-1,1,White,100.0,0
4291-1,10,Red,25.59,4
4291329-1,7,Trans-Dark Blue,22.22,6
4293-1,12,Yellow,23.26,3
4294-1,5,Blue,31.25,1
4296-1,32,Blue,14.62,3
4297-1,4,Black,43.75,0
4298-1,5,Black,45.0,0
4299-1,5,Yellow,46.67,0
430-1,5,Yellow,44.44,1
430-2,1,Green,100.0,0
4300-1,6,Red,38.89,0
43008-1,16,White,24.64,1
4301-1,6,Black,33.33,0
43010-1,24,Dark Blue,21.63,5
43011-1,28,Bright Light Blue,13.91,7
43012-1,20,Green,12.14,3
43013-1,18,White,26.13,7
43014-1,24,Black,23.24,1
43015-1,27,Black,23.07,0
43016-1,22,Red,20.96,2
43017-1,24,Black,32.57,7
43018-1,27,Black,14.99,0
43019-1,24,Black,21.16,23
43020-1,20,Pearl Gold,36.65,0
43021-1,17,White,18.89,0
43022-1,24,Yellow,28.75,1
43023-1,25,Black,34.09,7
43024-1,21,Yellow,21.14,7
43025-1,27,Black,28.45,110
43026-1,24,White,26.84,17
43027-1,22,Black,14.43,4
43028-1,21,Black,54.49,16
43029-1,20,Black,38.44,16
43030-1,24,Black,33.12,23
43031-1,27,Medium Lavender,25.43,23
43032-1,27,White,37.58,0
43033-1,12,White,35.85,0
4304-1,6,Black,36.84,4
4305-1,4,Light Gray,39.39,6
4306-1,3,White,40.0,0
4307-1,2,Black,60.0,0
4308-1,4,Black,53.57,0
4309-1,6,Yellow,35.48,0
431-1,4,Trans-Clear,61.54,8
4310-1,5,Red,48.0,0
43101-1,3,Black,60.0,0
43101-10,3,Black,50.0,0
43101-11,3,Black,60.0,0
43101-12,3,Black,50.0,0
43101-2,2,Black,80.0,0
43101-3,2,Black,80.0,0
43101-4,3,Black,60.0,0
43101-5,3,Black,60.0,0
43101-6,2,Black,80.0,0
43101-7,2,Black,80.0,0
43101-8,1,Black,100.0,0
43101-9,3,Black,60.0,0
43102-1,11,Bright Pink,20.75,1
43103-1,8,Black,32.73,1
43104-1,18,Dark Blue,25.0,10
43105-1,11,Lime,23.08,1
43106-1,12,Dark Purple,27.27,1
43107-1,8,Light Bluish Gray,26.0,1
43108-1,2,Black,66.67,2
43108-10,3,Black,60.0,0
43108-11,3,Black,60.0,0
43108-12,2,Black,80.0,0
43108-2,4,Black,42.86,0
43108-3,3,Black,60.0,0
43108-4,3,Black,60.0,0
43108-5,4,Black,50.0,0
43108-6,3,Black,60.0,0
43108-7,2,Black,80.0,0
43108-8,3,Black,60.0,0
43108-9,3,Black,66.67,0
43109-1,7,White,42.42,1
43110-1,11,Yellowish Green,24.29,1
43111-1,24,Tan,13.93,23
43112-1,20,Black,31.59,24
43113-1,25,Black,21.52,26
43114-1,22,Black,28.72,4
43115-1,29,Black,45.64,43
43170-1,15,Lime,19.05,1
43172-1,30,White,36.98,197
43173-1,13,Bright Pink,28.07,3
43174-1,17,Pearl Gold,20.0,3
43175-1,23,White,20.66,3
43176-1,21,Pearl Gold,16.84,3
43177-1,17,White,23.71,3
43178-1,26,White,20.86,11
43179-1,26,Black,31.57,52
43180-1,27,White,23.3,13
43181-1,39,White,20.97,20
43182-1,24,Black,20.67,8
43183-1,33,Lime,14.65,9
43184-1,25,Medium Azure,21.13,12
43185-1,27,Reddish Brown,19.49,1
43186-1,17,Dark Azure,16.67,2
43187-1,33,Reddish Brown,16.99,10
43188-1,33,Bright Light Orange,12.33,13
43189-1,19,Medium Azure,16.35,23
43191-1,23,White,18.87,10
43192-1,23,White,32.02,17
43193-1,20,Pearl Gold,32.11,8
43194-1,17,White,26.47,28
43195-1,21,Pearl Gold,26.02,5
43196-1,27,White,15.82,13
43197-1,25,White,33.49,283
43198-1,13,Tan,34.78,7
43199-1,6,Light Aqua,31.91,14
432-1,1,White,100.0,0
43200-1,17,Dark Turquoise,21.51,0
43201-1,15,Bright Pink,18.27,2
43202-1,36,Dark Red,18.58,6
43203-1,30,Pearl Gold,13.92,79
43204-1,18,Dark Turquoise,20.0,4
43205-1,35,White,19.76,28
43206-1,32,White,31.44,18
43207-1,31,Pearl Gold,18.56,38
43208-1,25,Pearl Gold,26.19,6
43209-1,9,White,34.69,8
43210-1,26,Red,13.74,5
43211-1,22,Bright Pink,13.22,5
43212-1,29,Pearl Gold,14.29,3
43213-1,22,Pearl Gold,19.35,13
43214-1,15,Medium Lavender,19.28,1
43215-1,42,Light Aqua,27.5,77
43216-1,28,White,20.33,19
43217-1,33,White,14.26,10
43218-1,15,Medium Azure,18.52,29
43219-1,18,Bright Pink,16.42,18
43220-1,21,White,27.45,0
43221-1,25,White,20.51,0
43222-1,40,Pearl Gold,23.63,95
43223-1,26,White,20.0,5
43224-1,36,Tan,30.17,32
43225-1,41,White,35.51,48
43226-1,30,White,17.36,10
43227-1,32,Black,21.88,6
43229-1,26,Dark Turquoise,24.32,8
43230-1,22,Black,47.5,13
43231-1,36,Reddish Brown,22.38,9
43232-1,18,Dark Blue,26.71,18
43233-1,14,White,27.12,1
43234-1,13,Light Aqua,29.87,12
43235-1,15,Yellow,32.14,5
43237-1,25,Bright Pink,14.15,1
43238-1,26,White,25.81,31
43239-1,21,White,24.85,2
43240-1,39,Black,29.91,45
43241-1,41,Tan,12.77,29
43242-1,42,Bright Light Orange,21.06,32
43243-1,19,Bright Light Orange,49.55,0
43244-1,33,White,22.06,183
43245-1,53,Red,8.75,26
43246-1,42,White,17.76,39
43247-1,23,Bright Light Orange,38.34,0
43248-1,29,White,16.71,0
43249-1,28,Dark Azure,31.51,5
43251-1,30,Reddish Brown,11.88,7
43252-1,26,Medium Nougat,20.81,1
43253-1,35,White,16.95,18
43254-1,26,Yellow,13.19,31
43256-1,19,White,20.0,17
43257-1,24,Bright Pink,41.07,2
43258-1,24,Tan,22.54,18
43259-1,14,Dark Turquoise,25.84,2
43260-1,25,Green,11.24,4
43261-1,28,Green,8.89,3
43262-1,17,Black,30.54,61
43263-1,39,Tan,32.24,44
43264-1,23,Blue,17.02,7
43265-1,22,White,22.09,7
43266-1,21,White,26.38,0
43267-1,37,White,21.05,8
43268-1,33,White,22.22,13
43269-1,20,White,47.44,1
43270-1,30,Tan,13.35,3
43271-1,12,White,62.31,0
43272-1,28,Red,16.08,4
43273-1,34,White,21.76,21
43274-1,21,White,23.84,7
43275-1,32,White,30.95,22
43276-1,26,Red,28.57,7
43277-1,17,Black,28.34,8
43278-1,33,White,17.24,28
43279-1,23,White,25.89,15
43280-1,24,Yellow,16.19,5
43281-1,17,White,25.76,50
43282-1,14,Medium Nougat,14.1,1
43283-1,22,Blue,17.24,6
43284-1,16,Bright Light Yellow,26.15,2
43285-1,29,Medium Azure,15.25,15
43286-1,20,White,67.48,0
43287-1,23,White,34.31,9
43288-1,24,Light Bluish Gray,26.02,1
43289-1,28,Tan,23.08,5
43290-1,29,Tan,25.8,1
43291-1,24,Tan,18.72,0
43292-1,20,White,41.36,0
43293-1,24,Reddish Brown,13.76,0
43294-1,28,Reddish Brown,22.42,4
43295-1,30,White,26.71,21
43296-1,26,Dark Azure,34.22,14
43297-1,36,Medium Nougat,20.18,23
43298-1,31,White,18.21,15
43299-1,34,White,28.49,34
433-1,1,Light Gray,100.0,0
43300-1,24,Bright Light Orange,35.39,12
43301-1,23,Medium Nougat,12.72,0
43302-1,45,White,23.75,152
43303-1,10,Bright Light Yellow,30.51,0
43304-1,22,White,14.43,0
43305-1,28,Tan,23.48,5
43306-1,22,Dark Pink,42.11,0
43307-1,22,Lime,16.67,6
4335-1,5,Black,46.0,5
4336-1,1,White,100.0,0
4337-1,10,Green,48.08,10
4338-1,7,Dark Purple,42.86,4
4339-1,9,Blue,41.07,4
434-1,1,White,100.0,0
4346-1,7,Green,46.0,3
4346-2,6,Green,44.68,2
4346-3,7,Green,46.0,3
4347-1,9,Blue,41.03,6
4347-2,8,Blue,38.89,5
4347-3,9,Blue,41.03,6
4348-1,7,Yellow,61.11,5
4348-2,7,Yellow,60.61,4
4348-3,7,Yellow,61.11,5
4349-1,6,Red,50.0,1
4349-2,5,Red,48.78,0
4349-3,6,Red,50.0,1
435-1,5,Black,39.13,1
435-2,2,White,66.67,0
4369-1,4,Dark Gray,41.18,0
437-1,1,White,100.0,0
4373-1,5,Trans-Dark Blue,27.69,18
4383-1,7,Blue,22.22,1
4391-1,4,Dark Gray,33.33,1
4393-1,6,Light Gray,22.22,0
4394-1,5,Blue,25.0,1
4400-1,34,Light Gray,12.34,38
44000-1,12,Black,26.21,10
44001-1,12,Black,44.0,9
44002-1,10,Pearl Gold,23.26,4
44003-1,9,Black,43.48,4
44004-1,12,Flat Silver,18.0,7
44005-1,13,Dark Bluish Gray,24.19,6
44006-1,11,Lime,24.49,4
44007-1,10,Dark Green,16.95,6
44008-1,11,Black,16.67,13
44009-1,12,Black,36.91,6
4401-1,9,Black,29.09,3
44010-1,10,White,28.99,9
44011-1,7,White,35.0,11
44012-1,12,Yellow,23.53,3
44013-1,9,Black,31.71,6
44014-1,13,Light Bluish Gray,25.86,15
44015-1,10,Black,38.71,3
44016-1,7,Black,44.74,4
44017-1,13,Black,30.99,7
44018-1,14,Black,37.31,7
44019-1,12,Black,42.86,11
4402-1,10,Blue,32.79,3
44020-1,7,Black,59.76,4
44021-1,11,Black,44.32,15
44022-1,13,Black,34.66,18
44023-1,9,Black,29.73,6
44024-1,7,Black,37.5,3
44025-1,15,Black,29.7,21
44026-1,10,Black,39.19,22
44027-1,15,Black,34.44,10
44028-1,13,Black,35.37,20
44029-1,16,Black,37.23,29
4403-1,14,Black,27.94,13
4404-1,12,Black,33.16,23
4405-1,31,Blue,15.25,80
4406-1,16,White,26.48,28
4407-1,18,White,24.5,18
4408-1,14,Yellow,16.83,4
4410-1,11,Yellow,15.8,0
4411-1,34,White,16.15,82
4412-1,8,White,20.0,32
4413-1,7,Black,35.09,3
4414-1,10,White,22.0,42
4415-1,7,Red,41.07,6
4416-1,5,White,39.06,10
4417-1,9,Blue,36.67,7
4418-1,6,Black,38.18,4
442-1,3,Light Gray,91.18,3
4421-1,9,Blue,18.8,0
4422-1,4,Blue,29.17,0
4423-1,8,Blue,18.75,0
4425-1,12,Red,18.4,148
4426075-1,5,White,35.71,0
4427-1,9,Light Bluish Gray,23.26,4
4428-1,19,White,15.07,18
4429-1,18,White,33.82,60
442A-1,1,White,100.0,0
442B-1,1,White,100.0,0
4430-1,16,Red,19.13,52
4431-1,15,White,26.2,33
4432-1,18,White,27.45,20
4433-1,17,Light Bluish Gray,32.83,21
4434-1,17,Light Bluish Gray,28.97,20
4435-1,15,White,22.86,27
4436-1,17,Light Bluish Gray,21.35,13
4437-1,14,Light Bluish Gray,29.17,14
4438-1,22,Black,17.0,20
4439-1,13,White,22.81,19
4440-1,25,White,18.14,44
4441-1,23,White,15.41,47
4442-1,9,Red,24.73,9
445-1,5,Black,56.41,3
445-2,2,White,66.67,1
4454-1,2,Red,50.0,0
4455-1,2,Green,50.0,0
4456-1,1,Brown,100.0,0
4458-1,3,Black,80.0,0
4459-1,2,White,75.0,0
445A-1,3,Blue,50.0,1
4460-1,2,White,85.71,0
4461-1,3,Green,42.86,0
4462-1,7,White,47.37,0
4463-1,2,Black,81.25,3
4464-1,3,Trans-Brown,75.0,6
4465-1,4,Red,42.86,3
4466-1,3,Black,50.0,0
4467-1,2,Red,66.67,0
4468-1,4,White,50.0,0
4469-1,4,White,55.56,2
4470-1,1,White,100.0,0
4473-1,12,White,36.27,6
4475-1,6,Brown,47.06,4
4476-1,6,Brown,24.24,2
4477-1,10,Light Gray,24.47,2
4478-1,10,Dark Gray,15.89,8
4478-2,10,Dark Gray,15.89,8
4479-1,11,Light Gray,28.44,13
4480-1,11,Black,27.69,9
4481-1,8,Black,48.53,4
4482-1,13,Light Gray,25.19,10
4483-1,12,Light Gray,37.0,3
4483-2,12,Light Gray,37.0,3
4484-1,8,White,40.79,3
4485-1,8,Black,26.39,8
4486-1,8,Light Gray,52.63,3
4487-1,13,White,22.64,2
4488-1,8,Light Gray,52.87,2
4489-1,7,Light Gray,57.14,1
4490-1,9,Light Gray,34.31,4
4491-1,7,Brown,29.29,0
4492-1,5,Dark Bluish Gray,44.83,5
4493-1,4,Light Bluish Gray,63.64,0
4494-1,5,White,65.85,5
4494729-1,2,Bright Pink,50.0,0
4495-1,5,Light Bluish Gray,41.27,3
4495172-1,5,Yellow,30.77,0
4495173-1,11,Red,24.4,11
4496-1,12,Red,17.6,12
4496-2,12,Blue,18.6,2
4496-3,12,Red,17.92,10
4497-1,12,Red,17.6,12
4498051-1,1,White,100.0,0
4499565-1,3,Red,41.67,0
4499574-1,3,Blue,64.52,0
450-1,6,Black,47.62,4
450-2,8,Red,39.1,10
4500-1,9,White,30.05,3
4500-2,9,White,30.2,3
45000-1,14,Bright Green,12.3,1
45001-1,14,Red,21.3,1
45002-1,16,Black,23.23,3
45003-1,4,Red,36.9,0
45004-1,18,Dark Pink,10.24,1
45005-1,23,Red,13.51,3
45005-2,23,Red,14.68,2
45006-1,11,Light Bluish Gray,21.88,0
45007-1,20,Red,22.44,1
4500744-1,8,Dark Bluish Gray,47.59,0
45008-1,15,Dark Bluish Gray,13.77,0
45009-1,15,[No Color/Any Color],14.04,0
4501-1,15,Dark Red,17.05,7
4501-2,15,Dark Red,17.14,7
45010-1,10,White,33.33,0
45011-1,8,Medium Blue,25.0,0
45012-1,18,Bright Green,19.23,2
45013-1,17,Dark Pink,10.4,0
45014-1,22,Red,13.76,2
45015-1,15,Black,23.71,2
45016-1,12,Red,22.52,0
45017-1,13,Red,21.7,0
45018-1,11,Red,17.02,0
45019-1,6,Blue,18.75,0
4502-1,16,White,19.57,17
4502-2,16,White,20.14,17
45020-1,10,Blue,15.2,0
45021-1,24,Yellow,13.21,8
45022-1,25,White,19.07,0
45023-1,24,Pearl Gold,11.38,0
45024-1,24,Red,14.52,3
45025-1,23,White,17.87,4
45026-1,12,Red,16.0,0
45027-1,13,Medium Azure,13.85,0
45028-1,21,Lime,11.18,10
45029-1,20,White,15.38,4
45030-1,19,White,16.98,0
4504-1,15,Light Bluish Gray,31.26,14
4504-2,15,Light Bluish Gray,31.26,14
4505-1,8,Black,38.69,5
4506-1,13,Black,20.34,7
4507-1,13,Dark Red,31.82,8
4508-1,8,Black,29.08,8
4508753-1,14,Black,7.14,0
4509-1,3,Blue,33.33,0
4509724-1,14,Black,7.14,0
451-1,1,White,100.0,0
45100-1,34,Black,9.59,81
45101-1,17,White,16.13,25
45102-1,12,White,40.32,50
45103-1,18,White,14.93,0
4511-1,13,White,29.63,40
45110-1,25,Black,20.73,24
4512-1,14,Dark Gray,38.76,12
45120-1,15,Orange,16.75,56
4513-1,16,Black,22.12,50
4514-1,9,Black,33.14,11
4514950-1,1,White,100.0,0
4515-1,1,Dark Gray,100.0,0
4515-2,1,Dark Bluish Gray,100.0,0
4518-1,41,Red,11.55,7
4519-1,1,Dark Bluish Gray,100.0,0
452-1,6,Light Gray,79.73,7
452-2,1,White,100.0,0
4520-1,1,Dark Gray,100.0,0
4520-2,1,Dark Bluish Gray,100.0,0
45200-1,21,White,24.21,44
45201-1,19,White,25.66,36
45202-1,21,White,28.15,70
45203-1,23,White,39.34,62
45210-1,13,Red,15.04,0
4524-1,15,Black,22.08,19
4525-1,7,Yellow,35.8,4
4526-1,6,Black,45.0,0
4527-1,12,Black,29.82,4
4527617-1,11,Dark Bluish Gray,30.36,3
4528-1,9,Black,28.95,2
