set_num,n_unique_colors,dominant_color_name,dominant_color_share,n_trans_parts
fig-015970,4,Blue,40.0,0
fig-015971,2,Black,80.0,0
fig-015973,3,Dark Purple,50.0,0
fig-015974,3,Dark Bluish Gray,50.0,0
fig-015975,3,Sand Blue,50.0,1
fig-015976,2,Black,80.0,0
fig-015977,4,Black,25.0,0
fig-015978,4,Black,25.0,0
fig-015979,4,Black,25.0,0
fig-015980,4,Dark Bluish Gray,25.0,0
fig-015981,3,White,50.0,0
fig-015982,4,Bright Light Blue,25.0,0
fig-015983,3,Red,50.0,0
fig-015984,3,Light Bluish Gray,50.0,0
fig-015985,4,Dark Brown,25.0,0
fig-015986,5,Dark Orange,20.0,0
fig-015987,2,White,75.0,0
fig-015988,4,Black,40.0,1
fig-015989,4,Reddish Brown,40.0,0
fig-015990,3,Bright Light Blue,50.0,0
fig-015991,4,Red,25.0,0
fig-015992,4,Dark Turquoise,25.0,0
fig-015993,4,Dark Azure,25.0,0
fig-015994,4,Dark Blue,25.0,0
fig-015995,4,Black,40.0,1
fig-015996,4,Black,50.0,1
fig-015997,5,Black,20.0,1
fig-015998,2,Black,75.0,0
fig-015999,3,Black,50.0,0
fig-016000,4,Medium Nougat,25.0,0
fig-016001,3,Sand Blue,50.0,0
fig-016002,4,Dark Orange,25.0,0
fig-016003,3,Sand Blue,50.0,0
fig-016004,4,Blue,25.0,0
fig-016005,4,Dark Blue,25.0,1
fig-016006,3,White,50.0,0
fig-016008,3,Dark Blue,33.33,0
fig-016010,3,Black,33.33,0
fig-016011,4,Black,25.0,0
fig-016012,4,Black,25.0,0
fig-016013,4,Blue,37.5,1
fig-016014,2,Pearl Gold,80.0,0
fig-016015,2,Black,75.0,0
fig-016016,3,Tan,50.0,0
fig-016018,3,White,50.0,0
fig-016019,4,Tan,40.0,0
fig-016020,4,Medium Brown,40.0,0
fig-016022,4,Warm Tan,40.0,0
fig-016023,4,Black,25.0,0
fig-016024,4,Black,25.0,0
fig-016025,4,Black,25.0,0
fig-016026,4,Black,25.0,0
fig-016027,4,Dark Brown,25.0,0
fig-016028,4,Dark Blue,25.0,0
fig-016029,3,Black,50.0,0
fig-016030,3,Black,50.0,0
fig-016031,4,Dark Bluish Gray,25.0,0
fig-016032,4,Reddish Brown,40.0,0
fig-016033,3,Medium Lavender,60.0,0
fig-016035,3,Dark Blue,50.0,0
fig-016037,3,Dark Blue,40.0,1
fig-016038,5,Red,20.0,1
fig-016039,3,Black,50.0,0
fig-016040,4,Light Bluish Gray,25.0,0
fig-016041,3,Black,50.0,0
fig-016042,3,Dark Brown,50.0,0
fig-016043,3,Light Nougat,50.0,0
fig-016044,3,Black,40.0,0
fig-016045,2,Black,80.0,0
fig-016046,4,Black,25.0,1
fig-016047,4,Black,25.0,1
fig-016048,4,Black,25.0,1
fig-016049,3,White,50.0,0
fig-016050,4,Black,25.0,1
fig-016051,3,Black,50.0,0
fig-016052,4,Orange,25.0,1
fig-016053,4,Black,25.0,1
fig-016054,3,Yellow,50.0,1
fig-016055,3,Yellow,50.0,1
fig-016056,4,Black,25.0,0
fig-016057,3,Black,50.0,1
fig-016058,2,Black,66.67,0
fig-016059,4,Black,25.0,1
fig-016060,3,Black,50.0,0
fig-016061,4,Lime,25.0,1
fig-016062,4,Black,25.0,1
fig-016063,4,Black,25.0,1
fig-016064,4,Dark Gray,25.0,1
fig-016065,3,Black,33.33,0
fig-016066,3,Dark Gray,50.0,1
fig-016067,3,Blue,50.0,0
fig-016068,1,Dark Azure,100.0,0
fig-016069,3,White,50.0,0
fig-016070,4,Red,40.0,0
fig-016071,3,Light Aqua,50.0,0
fig-016072,5,Black,20.0,0
fig-016073,2,Black,66.67,0
fig-016074,3,Medium Nougat,50.0,0
fig-016076,4,Black,25.0,0
fig-016077,3,Light Nougat,50.0,0
fig-016078,2,Dark Purple,75.0,0
fig-016079,3,Black,50.0,0
fig-016080,3,Tan,50.0,0
fig-016081,5,Black,20.0,0
fig-016082,3,Black,33.33,0
fig-016083,3,Dark Brown,33.33,0
fig-016084,4,Dark Azure,25.0,0
fig-016085,4,Dark Green,25.0,0
fig-016086,3,Orange,50.0,0
fig-016087,3,Dark Brown,33.33,0
fig-016088,7,Light Bluish Gray,41.86,0
fig-016089,2,Reddish Brown,66.67,0
fig-016090,3,Bright Green,33.33,0
fig-016091,4,Bright Light Blue,25.0,0
fig-016092,4,Black,25.0,0
fig-016093,2,Bright Light Orange,66.67,0
fig-016094,2,Black,60.0,0
fig-016095,3,Black,60.0,0
fig-016096,4,Trans-Clear,50.0,9
fig-016097,2,Red,75.0,0
fig-016098,3,White,50.0,0
fig-016099,3,Orange,50.0,0
fig-016100,3,White,50.0,0
fig-016101,3,Black,50.0,0
fig-016102,3,Black,50.0,0
fig-016103,3,White,50.0,0
fig-016104,2,Green,75.0,0
fig-016105,3,Black,50.0,0
fig-016106,3,Dark Blue,50.0,0
fig-016107,4,Dark Green,40.0,0
fig-016108,4,Black,28.57,0
fig-016110,3,Black,40.0,0
fig-016112,4,Dark Red,40.0,0
fig-016113,2,Black,80.0,0
fig-016114,2,Black,50.0,0
fig-016115,4,White,40.0,1
fig-016116,4,Black,40.0,1
fig-016117,2,Blue,60.0,0
fig-016118,3,Orange,50.0,0
fig-016119,4,Dark Bluish Gray,25.0,0
fig-016120,4,Dark Blue,25.0,0
fig-016121,4,Black,25.0,0
fig-016123,2,Flat Silver,75.0,0
fig-016124,4,Dark Azure,25.0,0
fig-016125,4,Bright Light Yellow,25.0,0
fig-016126,2,Medium Lavender,80.0,0
fig-016127,4,Dark Bluish Gray,25.0,0
fig-016128,4,Dark Bluish Gray,25.0,0
fig-016129,4,Dark Green,40.0,0
fig-016130,4,Light Bluish Gray,25.0,0
fig-016131,4,Black,25.0,0
fig-016132,5,Red,38.89,0
fig-016133,3,Red,50.0,0
fig-016134,3,White,50.0,0
fig-016135,4,Dark Brown,25.0,0
fig-016136,4,Dark Brown,25.0,0
fig-016137,4,Dark Blue,25.0,0
fig-016138,4,Dark Tan,25.0,0
fig-016139,4,Dark Orange,25.0,0
fig-016140,4,Dark Blue,25.0,0
fig-016141,4,Dark Blue,50.0,1
fig-016142,4,Dark Blue,25.0,0
fig-016143,4,Dark Blue,25.0,0
fig-016144,5,Dark Bluish Gray,20.0,0
fig-016145,4,Pearl Titanium,25.0,0
fig-016146,4,Dark Brown,25.0,0
fig-016147,4,Dark Brown,25.0,0
fig-016148,4,Black,25.0,0
fig-016149,3,Reddish Brown,50.0,0
fig-016150,1,White,100.0,0
fig-016151,5,Dark Red,20.0,0
fig-016152,5,Black,20.0,0
fig-016153,4,Black,25.0,0
fig-016154,3,Green,50.0,0
fig-016155,4,Green,50.0,0
fig-016156,4,Green,50.0,0
fig-016157,4,Green,50.0,0
fig-016158,4,Green,50.0,0
fig-016159,4,Sand Green,40.0,0
fig-016160,3,Dark Green,50.0,0
fig-016161,4,Green,50.0,0
fig-016163,1,White,100.0,0
fig-016164,4,Blue,40.0,0
fig-016165,3,Dark Red,40.0,0
fig-016166,4,Yellow,40.0,0
fig-016167,4,Yellow,40.0,0
fig-016168,4,Yellow,40.0,0
fig-016169,4,Yellow,40.0,0
fig-016170,3,Yellow,50.0,0
fig-016171,4,Black,25.0,0
fig-016172,3,Black,50.0,0
fig-016173,4,Blue,25.0,0
fig-016174,3,Red,50.0,0
fig-016175,3,Blue,50.0,0
fig-016176,4,Dark Red,25.0,0
fig-016177,4,Blue,25.0,0
fig-016178,1,White,100.0,0
fig-016179,1,White,100.0,0
fig-016180,4,Black,50.0,1
fig-016181,2,Red,66.67,0
fig-016182,2,Blue,66.67,0
fig-016183,2,Brown,66.67,0
fig-016184,2,Green,66.67,0
fig-016185,2,Black,75.0,0
fig-016186,5,Black,20.0,0
fig-016187,3,Red,50.0,0
fig-016188,3,Black,50.0,0
fig-016189,4,Black,25.0,0
fig-016190,3,Yellow,50.0,0
fig-016191,3,Brown,33.33,0
fig-016192,2,Light Bluish Gray,75.0,0
fig-016193,2,Blue,75.0,1
fig-016194,3,Black,40.0,0
fig-016196,4,Black,25.0,0
fig-016197,4,Blue,25.0,0
fig-016198,4,Dark Green,40.0,0
fig-016199,4,Bright Light Yellow,25.0,0
fig-016200,4,Dark Green,25.0,0
fig-016201,2,Reddish Brown,73.33,0
fig-016202,3,Trans-Orange,42.86,3
fig-016204,4,Medium Nougat,40.0,0
fig-016205,5,Red,35.29,0
fig-016206,5,Light Bluish Gray,57.89,0
fig-016207,4,Black,25.0,0
fig-016209,3,Tan,40.0,0
fig-016210,5,White,52.0,0
fig-016211,4,Red,40.0,0
fig-016212,3,Dark Brown,50.0,0
fig-016213,3,Dark Brown,50.0,0
fig-016215,4,Dark Brown,25.0,0
fig-016216,5,Dark Brown,20.0,0
fig-016217,4,Dark Brown,25.0,0
fig-016218,4,Bright Light Orange,25.0,0
fig-016219,4,Dark Brown,25.0,0
fig-016220,4,Dark Blue,40.0,0
fig-016222,3,Dark Bluish Gray,50.0,0
fig-016223,4,Dark Blue,25.0,0
fig-016224,3,Dark Brown,50.0,0
fig-016225,4,Bright Green,40.0,1
fig-016226,3,Dark Blue,50.0,0
fig-016227,3,Black,50.0,0
fig-016228,3,Light Nougat,50.0,0
fig-016229,3,Dark Blue,66.67,0
fig-016230,2,Dark Red,80.0,1
fig-016231,3,Pearl Gold,50.0,0
fig-016233,2,Flat Silver,50.0,0
fig-016235,3,White,50.0,0
fig-016237,3,Pearl Titanium,66.67,0
fig-016238,3,Black,50.0,0
fig-016239,2,Medium Lavender,50.0,0
fig-016240,3,Red,50.0,0
fig-016241,1,Black,100.0,0
fig-016242,3,Dark Brown,50.0,0
fig-016243,3,White,50.0,0
fig-016244,3,White,50.0,0
fig-016246,4,Pearl Gold,75.0,0
fig-016247,2,Dark Red,80.0,0
fig-016248,3,Black,50.0,0
fig-016249,3,Bright Light Blue,50.0,0
fig-016251,5,Pearl Titanium,33.33,0
fig-016252,7,Dark Bluish Gray,23.08,1
fig-016254,4,Dark Bluish Gray,40.0,0
fig-016255,3,Black,33.33,0
fig-016256,3,Black,33.33,0
fig-016257,3,Blue,33.33,0
fig-016258,3,Black,33.33,0
fig-016259,3,Blue,33.33,0
fig-016260,4,Red,53.85,0
fig-016261,5,Black,33.33,1
fig-016262,3,Black,40.0,0
fig-016263,3,Black,40.0,0
fig-016264,3,Black,40.0,0
fig-016265,3,Black,40.0,0
fig-016266,4,Light Bluish Gray,25.0,2
fig-016267,3,Dark Blue,33.33,0
fig-016268,2,Red,75.0,0
fig-016269,3,Lime,33.33,0
fig-016270,3,Dark Azure,33.33,0
fig-016271,2,Blue,66.67,0
fig-016272,3,Dark Azure,33.33,0
fig-016273,3,Bright Light Blue,33.33,0
fig-016274,3,Dark Bluish Gray,40.0,0
fig-016275,1,White,100.0,0
fig-016276,1,Medium Blue,100.0,0
fig-016277,1,Orange,100.0,0
fig-016278,1,Orange,100.0,0
fig-016279,1,Medium Blue,100.0,0
fig-016280,3,Medium Blue,60.0,0
fig-016282,3,Reddish Brown,50.0,0
fig-016283,3,Reddish Brown,50.0,0
fig-016284,3,Medium Brown,50.0,0
fig-016285,3,Warm Tan,50.0,0
fig-016286,2,Warm Tan,66.67,0
fig-016287,3,Medium Nougat,50.0,0
fig-016288,3,Warm Tan,50.0,0
fig-016289,5,Medium Brown,33.33,1
fig-016290,3,Medium Nougat,50.0,0
fig-016291,5,Black,28.57,0
fig-016292,5,Light Nougat,33.33,0
fig-016293,2,Medium Nougat,50.0,0
fig-016294,4,Warm Tan,40.0,0
fig-016295,3,Nougat,50.0,0
fig-016296,3,Medium Brown,50.0,0
fig-016297,3,Light Nougat,50.0,0
fig-016299,3,Reddish Brown,50.0,0
fig-016300,3,Nougat,50.0,0
fig-016301,3,Warm Tan,50.0,0
fig-016302,3,Medium Brown,50.0,0
fig-016303,3,Light Nougat,50.0,0
fig-016304,5,Nougat,33.33,1
fig-016305,3,Nougat,50.0,0
fig-016306,3,Umber Brown,50.0,0
fig-016307,4,Nougat,40.0,0
fig-016308,3,Medium Nougat,50.0,0
fig-016309,4,Light Bluish Gray,42.86,0
fig-016310,4,Warm Tan,40.0,0
fig-016311,4,Nougat,40.0,1
fig-016312,4,Medium Brown,40.0,0
fig-016313,4,Dark Pink,25.0,0
fig-016314,4,Black,25.0,0
fig-016315,5,White,33.33,1
fig-016316,4,Black,40.0,1
fig-016317,4,Black,25.0,0
fig-016318,4,Dark Blue,25.0,0
fig-016319,5,Black,20.0,0
fig-016320,5,Bright Light Blue,20.0,0
fig-016322,4,Pearl Titanium,40.0,0
fig-016324,2,Black,80.0,0
fig-016326,2,White,60.0,0
fig-016327,3,Black,66.67,0
fig-016328,3,Dark Brown,50.0,0
fig-016329,4,Dark Blue,25.0,0
fig-016330,4,Dark Tan,40.0,0
fig-016331,4,Medium Lavender,40.0,0
fig-016332,5,Dark Azure,20.0,0
fig-016333,3,White,50.0,0
fig-016334,2,Black,80.0,0
fig-016335,4,Blue,25.0,0
fig-016336,5,Dark Brown,20.0,0
fig-016337,4,Orange,40.0,0
fig-016338,3,Dark Tan,50.0,0
fig-016339,3,Orange,50.0,0
fig-016340,4,Black,25.0,0
fig-016342,3,White,60.0,0
fig-016343,3,Tan,50.0,0
fig-016344,4,Black,25.0,0
fig-016345,4,Dark Tan,25.0,0
fig-016346,4,Dark Bluish Gray,25.0,0
fig-016347,3,Sand Blue,50.0,0
fig-016348,2,Dark Turquoise,80.0,0
fig-016349,2,Pearl Gold,80.0,0
fig-016350,4,Light Bluish Gray,25.0,0
fig-016351,4,Black,25.0,0
fig-016352,5,Bright Light Yellow,20.0,0
fig-016353,3,Red,50.0,0
fig-016354,4,Reddish Brown,40.0,0
fig-016355,4,Blue,25.0,0
fig-016356,4,Black,25.0,0
fig-016357,2,Flat Silver,75.0,0
fig-016358,2,Flat Silver,75.0,0
fig-016359,4,Blue,25.0,0
fig-016360,3,Light Bluish Gray,50.0,0
fig-016361,4,Reddish Brown,40.0,0
fig-016362,4,Dark Blue,25.0,0
fig-016363,5,Dark Blue,20.0,0
fig-016364,4,Dark Azure,25.0,1
fig-016365,3,Coral,40.0,1
fig-016366,4,Light Bluish Gray,25.0,0
fig-016368,2,Dark Blue,75.0,0
fig-016369,3,Dark Tan,50.0,0
fig-016370,4,Light Nougat,25.0,0
fig-016371,4,Reddish Brown,40.0,0
fig-016372,3,Black,40.0,0
fig-016374,3,Dark Red,60.0,0
fig-016375,4,Sand Green,40.0,0
fig-016376,4,White,40.0,0
fig-016377,3,Reddish Brown,60.0,0
fig-016378,2,Bright Green,80.0,0
fig-016379,5,Light Aqua,28.57,1
fig-016380,6,Dark Blue,25.0,0
fig-016381,2,Yellow,66.67,0
fig-016382,3,Black,50.0,0
fig-016383,3,Vibrant Yellow,50.0,0
fig-016384,4,Black,25.0,0
fig-016385,4,Bright Light Yellow,25.0,0
fig-016386,4,Dark Brown,25.0,0
fig-016387,4,Dark Blue,25.0,0
fig-016388,4,Black,25.0,0
fig-016389,4,Dark Bluish Gray,25.0,0
fig-016390,4,Dark Bluish Gray,25.0,0
fig-016391,3,Black,60.0,0
fig-016392,2,Dark Blue,80.0,0
fig-016393,2,Sienna Brown,71.43,0
fig-016394,3,Dark Blue,50.0,0
fig-016395,4,Bright Light Blue,25.0,0
fig-016396,4,Dark Blue,25.0,0
fig-016398,3,Red,60.0,0
fig-016399,5,Light Aqua,28.57,0
fig-016400,2,Dark Bluish Gray,66.67,0
fig-016401,2,Orange,66.67,0
fig-016402,2,Black,75.0,0
fig-016403,4,Black,25.0,0
fig-016404,2,Dark Azure,66.67,0
fig-016405,2,Dark Red,80.0,0
fig-016406,2,Dark Azure,50.0,0
fig-016407,3,Dark Azure,50.0,0
fig-016409,3,Dark Azure,50.0,0
fig-016410,3,Dark Azure,50.0,0
fig-016411,4,Dark Blue,25.0,0
fig-016412,4,Black,25.0,0
fig-016413,4,Dark Turquoise,25.0,0
fig-016414,3,Dark Red,50.0,0
fig-016415,5,Dark Blue,20.0,0
fig-016416,4,Black,50.0,3
fig-016417,4,Black,25.0,0
fig-016418,5,Black,20.0,0
fig-016420,2,Light Nougat,66.67,0
fig-016421,3,White,50.0,0
fig-016423,2,Light Nougat,66.67,0
fig-016424,3,Dark Blue,33.33,0
fig-016425,2,Warm Tan,66.67,0
fig-016426,5,Bright Light Blue,20.0,0
fig-016427,5,Black,20.0,0
fig-016428,1,Yellow,100.0,0
fig-016429,3,Dark Azure,50.0,0
fig-016431,3,Black,40.0,0
fig-016432,3,Bright Pink,50.0,0
fig-016433,3,Black,50.0,0
fig-016434,5,Black,20.0,0
fig-016436,3,Lavender,40.0,0
fig-016438,3,Dark Pink,60.0,0
fig-016440,3,Pearl Titanium,50.0,0
fig-016441,2,Black,75.0,0
fig-016442,2,Dark Blue,75.0,0
fig-016443,3,White,50.0,0
fig-016444,2,Black,75.0,0
fig-016445,2,Dark Brown,66.67,0
fig-016446,5,Light Aqua,28.57,0
fig-016447,5,Dark Tan,20.0,0
fig-016448,5,Dark Blue,20.0,1
fig-016450,3,Black,40.0,0
fig-016451,3,Light Aqua,50.0,0
fig-016452,3,Dark Green,33.33,0
fig-016453,3,Dark Tan,33.33,0
fig-016454,3,Dark Bluish Gray,50.0,0
fig-016455,2,Light Bluish Gray,85.71,0
fig-016456,3,Dark Blue,33.33,0
fig-016457,4,Black,25.0,0
fig-016458,3,Bright Light Blue,33.33,0
fig-016459,4,Dark Bluish Gray,25.0,0
fig-016460,3,Black,50.0,0
fig-016461,2,Black,50.0,0
fig-016462,3,Black,50.0,0
fig-016464,3,Dark Red,40.0,0
fig-016465,3,Light Bluish Gray,60.0,0
fig-016466,4,White,40.0,0
fig-016467,4,Black,25.0,0
fig-016468,3,Black,50.0,0
fig-016469,2,Black,75.0,0
fig-016470,3,Black,50.0,0
fig-016471,3,Black,60.0,0
fig-016472,3,Blue,50.0,0
fig-016473,4,Dark Green,25.0,0
fig-016474,4,Black,25.0,0
fig-016475,4,Dark Bluish Gray,25.0,0
fig-016476,3,Warm Tan,50.0,0
fig-016477,3,Light Nougat,50.0,0
fig-016478,3,Nougat,50.0,0
fig-016479,4,Black,25.0,0
fig-016481,4,Dark Brown,25.0,0
fig-016482,4,Dark Red,25.0,0
fig-016483,4,Dark Tan,25.0,0
fig-016484,7,Black,28.57,0
fig-016485,4,Black,40.0,1
fig-016487,2,Black,75.0,0
fig-016488,3,Dark Tan,50.0,0
fig-016490,3,Tan,50.0,0
fig-016491,4,Dark Brown,25.0,0
fig-016492,4,Black,25.0,0
fig-016493,4,Black,25.0,0
fig-016494,4,Dark Brown,25.0,0
fig-016495,3,Dark Brown,50.0,0
fig-016496,4,Dark Orange,25.0,0
fig-016497,3,Dark Green,33.33,0
fig-016498,3,Medium Nougat,50.0,0
fig-016500,4,Bright Pink,33.33,0
fig-016501,3,Light Nougat,50.0,0
fig-016503,3,Warm Tan,50.0,0
fig-016505,5,Blue,20.0,0
fig-016506,4,Blue,25.0,0
fig-016507,3,White,60.0,0
fig-016508,1,Black,100.0,0
fig-016510,2,Black,80.0,0
fig-016511,3,White,50.0,0
fig-016512,3,White,40.0,0
fig-016513,4,Dark Brown,25.0,0
fig-016514,4,Blue,40.0,0
fig-016515,3,Orange,50.0,0
fig-016516,3,Black,33.33,0
fig-016517,3,Blue,50.0,0
fig-016518,4,Green,25.0,0
fig-016519,3,Orange,50.0,0
fig-016520,3,Sand Blue,50.0,0
fig-016521,3,Dark Blue,60.0,1
fig-016522,3,Reddish Brown,50.0,0
fig-016523,4,Dark Blue,25.0,0
fig-016524,4,Bright Light Orange,25.0,0
fig-016525,4,Dark Green,40.0,0
fig-016526,4,Black,25.0,0
fig-016527,4,Black,25.0,0
fig-016528,5,Dark Azure,20.0,0
fig-016529,3,Dark Brown,50.0,0
fig-016530,5,Blue,20.0,0
fig-016531,4,Blue,25.0,0
fig-016532,4,Black,40.0,0
fig-016533,4,Black,25.0,0
fig-016534,4,Dark Green,25.0,0
fig-016535,4,Dark Green,25.0,0
fig-016536,2,Dark Blue,75.0,0
fig-016537,4,Dark Orange,40.0,0
fig-016538,4,Reddish Brown,40.0,0
fig-016539,3,Black,60.0,0
fig-016540,6,Dark Bluish Gray,28.57,0
fig-016541,5,Bright Light Yellow,20.0,0
fig-016542,4,Black,25.0,0
fig-016543,3,Dark Green,50.0,0
fig-016544,5,Black,20.0,0
fig-016545,6,Blue,16.67,0
fig-016546,5,Black,33.33,0
fig-016547,5,Blue,20.0,0
fig-016548,5,Blue,20.0,0
fig-016549,5,Dark Bluish Gray,33.33,0
fig-016550,4,Black,40.0,0
fig-016551,5,Blue,33.33,0
fig-016552,4,Dark Bluish Gray,40.0,0
fig-016553,3,Red,50.0,0
fig-016554,2,Red,66.67,0
fig-016555,3,Red,50.0,0
fig-016556,3,Dark Red,50.0,0
fig-016557,4,Black,25.0,0
fig-016558,4,Black,25.0,0
fig-016559,4,Red,40.0,0
fig-016560,4,Black,25.0,0
fig-016561,3,Dark Purple,50.0,0
fig-016562,3,Red,50.0,0
fig-016563,4,Dark Blue,25.0,0
fig-016564,4,Dark Tan,40.0,0
fig-016565,4,Dark Green,25.0,0
fig-016566,4,Reddish Brown,40.0,0
fig-016567,5,Dark Brown,20.0,0
fig-016568,4,Dark Brown,25.0,0
fig-016569,2,Dark Blue,66.67,0
fig-016570,4,Bright Green,25.0,1
fig-016571,4,Bright Light Orange,25.0,1
fig-016572,2,Dark Blue,66.67,0
fig-016573,4,Black,53.33,0
fig-016574,3,Black,46.15,0
fig-016575,3,Black,53.33,0
fig-016576,2,Medium Blue,75.0,1
fig-016577,5,Trans-Clear,33.33,2
fig-016578,4,Tan,40.0,0
fig-016579,6,Dark Blue,33.33,1
fig-016580,4,Blue,25.0,0
fig-016581,3,Black,50.0,0
fig-016582,4,Bright Light Yellow,25.0,0
fig-016583,2,White,75.0,0
fig-016585,2,Black,80.0,0
fig-016586,4,Dark Brown,25.0,0
fig-016587,4,White,50.0,0
fig-016588,3,White,60.0,0
fig-016590,4,Pearl Gold,50.0,0
fig-016592,2,Dark Brown,50.0,0
fig-016593,4,White,40.0,0
fig-016594,2,White,75.0,0
fig-016595,5,Flat Silver,33.33,0
fig-016596,3,Flat Silver,50.0,0
fig-016597,5,Blue,20.0,0
fig-016598,2,Black,66.67,0
fig-016599,4,Blue,25.0,0
fig-016600,5,Blue,20.0,0
fig-016601,3,White,66.67,0
fig-016602,2,Dark Azure,75.0,0
fig-016603,1,Pearl Titanium,100.0,0
fig-016605,3,Tan,50.0,0
fig-016606,2,White,75.0,0
fig-016607,2,Dark Purple,66.67,0
fig-016608,1,Flat Silver,100.0,0
fig-016609,4,Black,25.0,0
fig-016610,2,Green,75.0,0
fig-016611,5,Black,20.0,0
fig-016612,5,Black,50.0,0
fig-016613,2,Black,75.0,0
fig-016614,3,Black,50.0,0
fig-016616,3,Light Bluish Gray,50.0,0
fig-016617,3,Dark Blue,50.0,0
fig-016618,2,Red,66.67,0
fig-016619,8,Dark Bluish Gray,41.27,2
fig-016620,3,Reddish Brown,50.0,0
fig-016621,3,Black,50.0,0
fig-016622,4,Blue,25.0,0
fig-016623,3,Black,40.0,0
fig-016624,4,Bright Light Orange,25.0,0
fig-016625,3,Orange,50.0,0
fig-016626,4,White,40.0,0
fig-016627,4,Black,25.0,0
fig-016628,4,Black,25.0,0
fig-016629,2,Black,80.0,0
fig-016630,4,Ochre Yellow,40.0,0
fig-016631,3,Reddish Brown,50.0,0
fig-016632,3,Black,50.0,0
fig-016633,4,Bright Light Yellow,25.0,0
fig-016634,1,Sand Green,100.0,0
fig-016635,2,Black,50.0,0
fig-016636,3,Light Nougat,50.0,0
fig-016637,2,Dark Blue,80.0,0
fig-016638,2,Dark Blue,50.0,0
fig-016639,4,Black,40.0,0
fig-016640,3,Dark Blue,50.0,0
fig-016641,2,Dark Blue,75.0,0
fig-016642,4,Light Nougat,25.0,0
fig-016643,4,Black,25.0,0
fig-016644,4,Dark Bluish Gray,25.0,0
fig-016645,2,Orange,80.0,0
fig-016646,5,Black,20.0,0
fig-016647,4,Bright Light Orange,25.0,0
fig-016648,4,Nougat,40.0,1
fig-016649,3,Black,50.0,0
fig-016650,1,Reddish Orange,100.0,0
fig-016651,4,Black,25.0,0
fig-016652,2,Pearl Titanium,66.67,0
fig-016653,2,Bright Light Yellow,66.67,0
fig-016654,2,Pearl Titanium,80.0,0
fig-016655,3,Pearl Titanium,66.67,1
fig-016656,4,Dark Brown,25.0,0
fig-016657,3,Black,50.0,0
fig-016658,1,Reddish Brown,100.0,0
fig-016659,2,Dark Turquoise,66.67,0
fig-016660,4,Black,25.0,0
fig-016661,5,Black,20.0,0
fig-016662,4,Black,25.0,0
fig-016663,4,Bright Light Orange,25.0,0
fig-016664,4,Black,25.0,0
fig-016666,4,Black,25.0,0
fig-016667,3,Medium Nougat,50.0,0
fig-016668,5,Black,20.0,0
fig-016669,2,White,66.67,0
fig-016670,5,Pearl Titanium,33.33,0
fig-016671,1,White,100.0,0
fig-016672,2,Reddish Brown,50.0,0
fig-016673,3,Dark Bluish Gray,33.33,0
fig-016674,3,Dark Red,50.0,0
fig-016676,3,White,50.0,0
fig-016677,1,Bright Light Orange,100.0,0
fig-016678,1,Trans-Yellow,100.0,2
fig-016679,3,White,60.0,0
fig-016680,3,White,55.56,0
fig-016681,2,Light Bluish Gray,75.0,0
fig-016682,2,Dark Pink,66.67,0
fig-016683,2,Bright Light Orange,66.67,0
fig-016684,3,Dark Blue,50.0,0
fig-016685,4,Black,25.0,0
fig-016686,4,Dark Blue,25.0,0
fig-016687,3,Red,50.0,0
fig-016689,3,Light Bluish Gray,50.0,0
fig-016690,4,Dark Blue,25.0,0
fig-016691,4,Dark Brown,25.0,0
fig-016692,1,Bright Light Orange,100.0,0
fig-016693,3,Dark Turquoise,33.33,0
fig-016694,3,Dark Blue,33.33,0
fig-016695,3,Yellow,50.0,0
fig-016696,4,Dark Azure,25.0,0
fig-016698,3,Black,66.67,0
fig-016700,2,White,66.67,0
fig-016701,4,Dark Blue,25.0,0
fig-016702,3,White,50.0,0
fig-016703,4,Dark Red,25.0,0
fig-016704,4,Black,25.0,0
fig-016705,4,Blue,25.0,0
fig-016706,4,Light Aqua,25.0,0
fig-016707,4,Dark Pink,25.0,0
fig-016708,5,Dark Bluish Gray,20.0,0
fig-016709,4,Dark Azure,25.0,0
fig-016710,1,White,100.0,0
fig-016711,3,Dark Blue,50.0,0
fig-016712,3,Black,40.0,0
fig-016713,3,Red,50.0,0
fig-016714,1,Reddish Brown,100.0,0
fig-016715,2,Black,75.0,0
fig-016716,2,Black,75.0,0
fig-016717,4,Medium Lavender,40.0,0
fig-016718,4,Black,25.0,0
fig-016719,4,Dark Blue,40.0,0
fig-016720,4,Black,25.0,0
fig-016721,5,Light Bluish Gray,28.57,0
fig-016722,3,Black,50.0,0
fig-016723,3,Dark Pink,50.0,0
fig-016724,2,Dark Turquoise,50.0,0
fig-016725,5,Red,33.33,0
fig-016726,3,Medium Nougat,50.0,0
fig-016728,4,Bright Pink,40.0,0
fig-016729,3,Dark Green,33.33,0
fig-016730,3,White,50.0,0
fig-016732,2,Light Nougat,66.67,0
fig-016734,2,Light Nougat,66.67,0
fig-016735,3,Dark Blue,33.33,0
fig-016736,3,Bright Green,33.33,0
fig-016737,3,Dark Brown,33.33,0
fig-016738,4,White,66.67,0
fig-016739,4,White,46.67,0
fig-016740,4,Dark Azure,25.0,0
fig-016741,4,Dark Blue,41.18,0
fig-016742,2,Green,66.67,0
fig-016743,4,Dark Azure,25.0,0
fig-016744,3,Red,50.0,0
fig-016745,3,Medium Brown,50.0,0
fig-016746,3,Warm Tan,50.0,0
fig-016747,3,Medium Nougat,50.0,0
